log10_fc_hz,pm_target_deg,log10_icp_a,log10_n,log10_kvco_hz,worst_phase_margin_deg,log10_worst_lock_time_s,worst_jitter_peaking_db
7.608686587622651487e+00,5.477073051085037747e+01,-2.204119982655924570e+00,1.556212085529964595e+00,7.301029995663981254e+00,5.278391520276716165e+01,-7.411021393905950383e+00,2.731264906828452244e+00
6.121760621410552439e+00,5.019901334587339647e+01,-2.659555885159881505e+00,2.410104905799700603e+00,7.602059991327962507e+00,4.829462834541115512e+01,-5.809269093656227234e+00,3.201264975582752026e+00
7.158951786334080580e+00,6.458878392812974312e+01,-1.903089986991943539e+00,1.604517114384383492e+00,7.301029995663981254e+00,6.265684723148063995e+01,-6.845347713629337250e+00,1.898376431098895534e+00
7.206427864368271763e+00,4.901842447676754233e+01,-2.505149978319905824e+00,1.662819484927168689e+00,7.301029995663981254e+00,4.714387500685506893e+01,-6.891172492184209020e+00,3.334068799664557048e+00
6.351348871406188756e+00,5.111351252645356880e+01,-2.425968732272281159e+00,1.559363548576896408e+00,7.740362689494244108e+00,4.918825246697824127e+01,-6.046307248109641819e+00,3.101681407643411159e+00
6.775838689752394117e+00,5.993056699164167611e+01,-2.301029995663981254e+00,1.775867234820268425e+00,7.740362689494244108e+00,5.792764416587831988e+01,-6.521021626460656861e+00,2.269783364910552326e+00
7.191668929943516808e+00,5.126124958755842442e+01,-3.028028723600243666e+00,1.690402549124281339e+00,7.301029995663981254e+00,4.933280910028983612e+01,-6.888718570226580518e+00,3.085924303004290881e+00
6.071837401770562970e+00,4.104817272288209296e+01,-2.806875401645538393e+00,1.902135265120959762e+00,7.740362689494244108e+00,3.944249938833738156e+01,-5.776717721811077233e+00,4.394594706462139122e+00
5.867679852694509535e+00,5.385239361124727964e+01,-2.551293680094920191e+00,2.369315991572952473e+00,7.602059991327962507e+00,5.187750451807940522e+01,-5.678835531803157366e+00,2.820530879179931283e+00
6.096900978534089965e+00,5.447020561051535736e+01,-2.425968732272281159e+00,2.552209606274700171e+00,7.602059991327962507e+00,5.248701681423028731e+01,-5.901936138228003337e+00,2.760156694133459876e+00
6.918932013691692084e+00,4.382889035857767368e+01,-3.026872146400301222e+00,1.724334448633474404e+00,7.740362689494244108e+00,4.211819913745063104e+01,-6.613334049035890061e+00,3.988493682662810347e+00
6.798604920888975833e+00,5.412295899391654075e+01,-2.028028723600243666e+00,1.599752442633961769e+00,7.301029995663981254e+00,5.214429681773759739e+01,-6.607037560801088283e+00,2.793971536377252818e+00
5.804399435690479336e+00,4.339860340558015395e+01,-2.659555885159881505e+00,2.401583217552822447e+00,7.602059991327962507e+00,4.170350385485033939e+01,-5.499998866455439561e+00,4.048350017265763157e+00
6.476239370866641032e+00,6.441117381622140670e+01,-2.806875401645538393e+00,2.076222322210674598e+00,7.602059991327962507e+00,6.247488622459877661e+01,-6.165113304502939151e+00,1.911930197761453343e+00
6.423275994324834315e+00,4.690513772171576790e+01,-3.026872146400301222e+00,1.908115548103393788e+00,7.602059991327962507e+00,4.509139539739885549e+01,-6.109214891319634688e+00,3.585992413890223496e+00
7.338565024777198964e+00,4.892247527394602002e+01,-2.028028723600243666e+00,1.490817725729143284e+00,7.301029995663981254e+00,4.705048688080495367e+01,-7.023009893746539944e+00,3.345143287332049020e+00
6.998574359355252739e+00,4.046640566887730728e+01,-2.301029995663981254e+00,1.758965866732818073e+00,7.740362689494244108e+00,3.888385711191941141e+01,-6.705681769981883811e+00,4.485307901818553766e+00
6.816841312940975506e+00,6.269285065065822948e+01,-2.659555885159881505e+00,1.500512915344161202e+00,7.740362689494244108e+00,6.072135992013426176e+01,-6.527889143584809872e+00,2.045309686315967657e+00
6.215705214582473381e+00,4.448359745348580674e+01,-2.806875401645538393e+00,2.032383900517948927e+00,7.602059991327962507e+00,4.274969816616300022e+01,-5.907595241490773752e+00,3.899042452748470833e+00
7.125878666427037267e+00,4.923976491183633186e+01,-2.328827157284916627e+00,1.673591052366075971e+00,7.740362689494244108e+00,4.735938389428608275e+01,-6.810715966549391709e+00,3.308784331731422945e+00
5.825495877425517222e+00,6.252697749163700536e+01,-2.301029995663981254e+00,2.135282838176792986e+00,7.602059991327962507e+00,6.055273887741802241e+01,-5.539092782492348377e+00,2.058391303180629350e+00
5.578241876804321819e+00,4.747537920446256976e+01,-2.358525889495900252e+00,2.331064352667520101e+00,7.602059991327962507e+00,4.564435177785890119e+01,-5.263497842900286550e+00,3.516203771332419681e+00
7.358839948063536696e+00,5.051731389176681120e+01,-2.425968732272281159e+00,1.819835021826960331e+00,7.301029995663981254e+00,4.860543456366158921e+01,-7.048312119913888729e+00,3.166257020790143706e+00
6.979704280048940390e+00,5.294249453275554629e+01,-3.026872146400301222e+00,1.526824663588672415e+00,7.740362689494244108e+00,5.098183387318124460e+01,-6.800427438687352222e+00,2.911249163375982718e+00
7.169589960016523378e+00,4.603840683369288911e+01,-2.425968732272281159e+00,1.980336930229685599e+00,7.301029995663981254e+00,4.425208946818472100e+01,-6.857722127009255431e+00,3.694952014326200018e+00
7.254901789249153410e+00,4.409811351863117324e+01,-1.903089986991943539e+00,1.714888040958072013e+00,7.301029995663981254e+00,4.237780193776549709e+01,-6.948360915772284763e+00,3.951474970322117031e+00
6.268070303981454039e+00,4.870369578653264853e+01,-3.200659450546418316e+00,2.097521049580207908e+00,7.740362689494244108e+00,4.683762112766919472e+01,-5.952398874180627075e+00,3.370517046636523517e+00
6.814864645904634699e+00,5.797931330687565321e+01,-2.124938736608299905e+00,1.728439988373546843e+00,7.301029995663981254e+00,5.597169281675945740e+01,-6.582323011858401962e+00,2.437034139739682637e+00
6.350329814034098241e+00,4.034874566586444189e+01,-2.806875401645538393e+00,2.154631689598311972e+00,7.602059991327962507e+00,3.877091664470859200e+01,-6.057858421408109706e+00,4.503876915611110476e+00
7.474254637079639885e+00,4.525555896861915528e+01,-2.028028723600243666e+00,1.636921249513931809e+00,7.301029995663981254e+00,4.349514017775385355e+01,-7.164065837204880438e+00,3.796034009425088396e+00
6.561652225013266282e+00,5.308988098682663548e+01,-2.504455662453551668e+00,2.108828300512795906e+00,7.602059991327962507e+00,5.112675741873366064e+01,-6.380257036675981652e+00,2.896405150054397026e+00
7.143964050732849458e+00,5.151157851921496444e+01,-3.028028723600243666e+00,1.671661388861432895e+00,7.301029995663981254e+00,4.957787420089709940e+01,-6.846295329114911787e+00,3.059375517693298185e+00
5.996829989851614862e+00,5.343083473652752957e+01,-2.806875401645538393e+00,2.568491758357880350e+00,7.602059991327962507e+00,5.146224620805793393e+01,-5.812044865035132624e+00,2.862289033266018023e+00
7.278161876140103459e+00,6.019337196973306447e+01,-2.028028723600243666e+00,1.898254892592698972e+00,7.301029995663981254e+00,5.819215810126928545e+01,-7.020011727229480414e+00,2.247855142608178092e+00
7.294682471728601847e+00,4.024176919058904645e+01,-2.124938736608299905e+00,1.451612660235227281e+00,7.301029995663981254e+00,3.866824323759036020e+01,-7.002714700240419532e+00,4.520825377955853597e+00
7.602301506060009650e+00,6.062029719832005981e+01,-2.124938736608299905e+00,1.476059999972975545e+00,7.301029995663981254e+00,5.862242134286168493e+01,-7.339478444591948758e+00,2.212461993476476874e+00
6.115988435163283832e+00,6.382694559549943847e+01,-2.391473966422805741e+00,2.398717710361175648e+00,7.602059991327962507e+00,6.187729567343512826e+01,-5.812394500733114810e+00,1.956737062629313684e+00
6.072422265355465143e+00,4.078260363443401815e+01,-3.026872146400301222e+00,2.072826944070472965e+00,7.602059991327962507e+00,3.918744221645840753e+01,-5.777951095095709810e+00,4.435777871570116382e+00
6.734002245711506518e+00,6.238119211569351563e+01,-1.903089986991943539e+00,2.174674312654960584e+00,7.301029995663981254e+00,6.040463131955002041e+01,-6.448923260835296212e+00,2.069950388748921011e+00
7.190423113141801714e+00,5.616808651342027758e+01,-2.505149978319905824e+00,1.543774041129333918e+00,7.301029995663981254e+00,5.416807756677144425e+01,-6.977674385046426231e+00,2.599951167466956647e+00
6.725018490171660090e+00,4.365604124804548292e+01,-2.124938736608299905e+00,1.812643879011768044e+00,7.301029995663981254e+00,4.195158181971405043e+01,-6.419652366847363290e+00,4.012435699766925268e+00
6.399930373563005759e+00,6.266054379107477246e+01,-2.903089986991943761e+00,2.144961977920347262e+00,7.602059991327962507e+00,6.068850901216188731e+01,-6.111607549769085601e+00,2.047854953612659568e+00
5.994069821318140256e+00,4.070549627456824737e+01,-2.806875401645538393e+00,2.532768115117425722e+00,7.602059991327962507e+00,3.911340101544956838e+01,-5.700350220850854299e+00,4.447806325421233886e+00
7.222903025279165945e+00,4.225677878637742424e+01,-2.028028723600243666e+00,1.761715263968405498e+00,7.301029995663981254e+00,4.060426933268797711e+01,-6.922642880603354421e+00,4.212790284937121932e+00
6.434951868649904760e+00,5.613318648364284513e+01,-2.425968732272281159e+00,2.243378108841665775e+00,7.740362689494244108e+00,5.413343156575314197e+01,-6.222903074982060190e+00,2.603176978979447220e+00
5.949071469178564442e+00,4.104945921316597435e+01,-3.508638306165727361e+00,2.202954801003390806e+00,7.740362689494244108e+00,3.944373514089821242e+01,-5.653961603952368797e+00,4.394396123380175823e+00
6.575751067091548663e+00,5.976944973568711816e+01,-3.200659450546418316e+00,2.146961008757555245e+00,7.740362689494244108e+00,5.776560826255331449e+01,-6.322940340291252959e+00,2.283281151651419094e+00
7.072345821759744133e+00,5.338617511374447133e+01,-2.124938736608299905e+00,1.967874326789533779e+00,7.301029995663981254e+00,5.141828377892224466e+01,-6.888271116659946181e+00,2.866740132909840533e+00
7.662467465335447869e+00,5.025923294630761262e+01,-2.124938736608299905e+00,1.565914966847569367e+00,7.301029995663981254e+00,4.835341170065908045e+01,-7.350712734861456710e+00,3.194616619158363147e+00
6.373886763568861191e+00,4.575098920391850754e+01,-2.551293680094920191e+00,2.050411814594945259e+00,7.740362689494244108e+00,4.397405979951636823e+01,-6.062482825326956259e+00,3.731760441777230319e+00
6.175337646025855776e+00,4.575787016210036029e+01,-2.725842150736319969e+00,2.402125091302028892e+00,7.602059991327962507e+00,4.398071434756411691e+01,-5.863966549468334399e+00,3.730875230406830667e+00
6.242817504079156699e+00,5.257272606419248717e+01,-3.200659450546418316e+00,2.067904638065294787e+00,7.602059991327962507e+00,5.061850739191137905e+01,-6.066881752339146061e+00,2.948883584088894949e+00
6.771717236643982396e+00,5.185833832433485924e+01,-3.028028723600243666e+00,1.637339110569160150e+00,7.301029995663981254e+00,4.991760639001827826e+01,-6.602470980999121331e+00,3.022908269875433263e+00
6.800145225281553962e+00,4.571331072542477614e+01,-3.200659450546418316e+00,1.974989098743289651e+00,7.740362689494244108e+00,4.393762251672424668e+01,-6.488560986105587070e+00,3.736611135887581092e+00
6.211915386195675737e+00,5.082711570613254537e+01,-2.725842150736319969e+00,2.321507328759876199e+00,7.602059991327962507e+00,4.890817511263836082e+01,-5.903877972305194177e+00,3.132495949783537625e+00
6.429949502728139699e+00,5.555822584804776909e+01,-2.391473966422805741e+00,2.094445104019625248e+00,7.740362689494244108e+00,5.356321947610592815e+01,-6.224068651952576303e+00,2.656711326079713942e+00
7.388515277087154054e+00,4.926075468639340471e+01,-2.124938736608299905e+00,1.640702586560569110e+00,7.301029995663981254e+00,4.737982624260695275e+01,-7.073415439280623218e+00,3.306398578075335326e+00
6.913151810916563278e+00,5.726791462509897457e+01,-3.200659450546418316e+00,1.714581192560630685e+00,7.740362689494244108e+00,5.526195841955328092e+01,-6.688791353064576839e+00,2.500189248895559491e+00
6.307574878567391963e+00,5.909564349465838973e+01,-2.504455662453551668e+00,2.260544547644161462e+00,7.740362689494244108e+00,5.708900958256003833e+01,-6.062167874997686390e+00,2.340409434567339630e+00
6.994119849655776378e+00,5.089999272403035491e+01,-2.425968732272281159e+00,1.456264217618354229e+00,7.301029995663981254e+00,4.897942493348026005e+01,-6.686836232887456433e+00,3.124598297720350804e+00
6.138179316835369548e+00,4.183584695715356361e+01,-2.358525889495900252e+00,2.414007367940172788e+00,7.602059991327962507e+00,4.019945557133232228e+01,-5.839558329696735051e+00,4.275038436192962088e+00
6.127968352810122532e+00,5.712613944343897998e+01,-2.725842150736319969e+00,2.266369162591544306e+00,7.602059991327962507e+00,5.512072259668246943e+01,-5.904968904937843988e+00,2.512901036559574308e+00
5.140346079145740710e+00,5.252237194906381035e+01,-2.659555885159881505e+00,2.606809867494506605e+00,7.602059991327962507e+00,5.056905931620676142e+01,-4.965116204809575606e+00,2.954053414884141748e+00
7.092050325271219258e+00,6.075759253096592261e+01,-2.028028723600243666e+00,1.994118717102020266e+00,7.301029995663981254e+00,5.876093931652641800e+01,-6.827250350554832536e+00,2.201138884023596365e+00
6.813465912949772552e+00,4.879848902805871091e+01,-2.328827157284916627e+00,1.971649856514072985e+00,7.740362689494244108e+00,4.692983947413375745e+01,-6.498100390388986014e+00,3.359502127707675534e+00
7.325664064107706430e+00,6.135898683794539465e+01,-2.505149978319905824e+00,1.701166255489644064e+00,7.301029995663981254e+00,5.936855541361268251e+01,-7.053604295908654898e+00,2.152040581724558699e+00
6.956300629378790568e+00,5.577542696067072825e+01,-2.725842150736319969e+00,1.563207705664740654e+00,7.740362689494244108e+00,5.377850261217170669e+01,-6.747653494650615258e+00,2.636400533020724080e+00
5.976213004833272002e+00,5.539040091435203550e+01,-2.806875401645538393e+00,2.204353025484085737e+00,7.602059991327962507e+00,5.339697854160436918e+01,-5.771674493592843014e+00,2.672478575455259353e+00
6.790258002850369401e+00,5.780187066198475065e+01,-3.200659450546418316e+00,1.847790115823901180e+00,7.740362689494244108e+00,5.579450108667290920e+01,-6.559757829332220069e+00,2.452672970972241462e+00
6.376276857563204281e+00,6.029939085141229071e+01,-3.026872146400301222e+00,2.032398727841322028e+00,7.602059991327962507e+00,5.829894073401908372e+01,-6.116796329014372979e+00,2.239039692610521382e+00
6.541215822858237772e+00,6.162623497286844554e+01,-2.903089986991943761e+00,2.037099888946595438e+00,7.602059991327962507e+00,5.963902584041846922e+01,-6.265876453383225630e+00,2.130443331953902231e+00
7.592437269377982467e+00,4.633464640965462422e+01,-2.028028723600243666e+00,1.653646109087464566e+00,7.301029995663981254e+00,4.453880362069745047e+01,-7.279506735243753468e+00,3.657368923578865783e+00
6.477053851027453568e+00,4.398045922142585340e+01,-2.301029995663981254e+00,1.755909124288246081e+00,7.740362689494244108e+00,4.226433885269992174e+01,-6.171086459470559227e+00,3.967611993788516145e+00
6.815258740816802607e+00,4.402077517212499913e+01,-3.026872146400301222e+00,1.692394370738556697e+00,7.740362689494244108e+00,4.230321633404801673e+01,-6.508898400947336071e+00,3.962075312905532609e+00
7.124821149435230261e+00,6.059745911485174474e+01,-2.028028723600243666e+00,1.841345193427406546e+00,7.301029995663981254e+00,5.859938695533259079e+01,-6.862008133125005571e+00,2.214348267476254239e+00
7.284284121612721208e+00,6.319363822355950333e+01,-2.726998727936262412e+00,1.658541737110438508e+00,7.301029995663981254e+00,6.123113133419533938e+01,-6.988928280111304403e+00,2.006014370502202659e+00
6.362379879397942695e+00,5.192002608365459082e+01,-2.602059991327962507e+00,2.198882885627415629e+00,7.602059991327962507e+00,4.997807648987344464e+01,-6.192448309790584915e+00,3.016457959561257951e+00
7.267523964129839698e+00,4.296784538667694875e+01,-2.124938736608299905e+00,1.839744497430206405e+00,7.301029995663981254e+00,4.128861142780223759e+01,-6.964878272172005502e+00,4.109634354261119782e+00
6.429497198497712951e+00,5.519683412480100060e+01,-2.903089986991943761e+00,2.217092035620613188e+00,7.740362689494244108e+00,5.320534816885594864e+01,-6.227013132263775397e+00,2.690745007558212887e+00
7.392511151487303422e+00,4.616458725510634054e+01,-2.505149978319905824e+00,1.576605269149089716e+00,7.301029995663981254e+00,4.437419371786981515e+01,-7.080016668276059022e+00,3.678900020235888135e+00
6.949251277742336086e+00,4.397381000045420052e+01,-2.204119982655924570e+00,1.511512687923348031e+00,7.301029995663981254e+00,4.225792710378041761e+01,-6.643245317223532176e+00,3.968525858080293567e+00
5.784385469931305757e+00,6.232399122273227476e+01,-3.200659450546418316e+00,2.200597724818095902e+00,7.602059991327962507e+00,6.034654295442174998e+01,-5.500567768104455801e+00,2.074507708423295682e+00
5.456007403203870787e+00,4.990075745577385646e+01,-3.508638306165727361e+00,2.654607436436568602e+00,7.602059991327962507e+00,4.800361073670651990e+01,-5.142728877424096012e+00,3.234367858872491119e+00
5.557271234616826483e+00,4.170671320169223861e+01,-2.328827157284916627e+00,2.356851705688485676e+00,7.602059991327962507e+00,4.007530905070342442e+01,-5.259703502365726813e+00,4.294313582448192612e+00
5.943151009903728799e+00,4.072058988989066108e+01,-2.903089986991943761e+00,2.278714447583153557e+00,7.602059991327962507e+00,3.912789394466611270e+01,-5.648871788847722897e+00,4.445449255129500621e+00
6.161951777965622767e+00,4.357055007883187159e+01,-3.200659450546418316e+00,1.979302862371954630e+00,7.740362689494244108e+00,4.186918860516385621e+01,-5.857333520900612100e+00,4.024328282013199143e+00
6.555370025861036787e+00,5.329241302819193038e+01,-2.504455662453551668e+00,2.049981080618751950e+00,7.740362689494244108e+00,5.132600377921431800e+01,-6.372712095635059804e+00,2.876102315763638284e+00
6.771920756383856599e+00,5.855717953922623309e+01,-2.806875401645538393e+00,1.954263289801347225e+00,7.740362689494244108e+00,5.654951163675178805e+01,-6.533269092930000355e+00,2.386736087911252913e+00
7.357984347482018350e+00,5.744240865758735026e+01,-3.028028723600243666e+00,1.701840977610329153e+00,7.301029995663981254e+00,5.543588266583952873e+01,-7.131574041340526193e+00,2.484599191870818125e+00
5.487299662540093159e+00,4.783493540082938011e+01,-2.903089986991943761e+00,2.708197001872246545e+00,7.602059991327962507e+00,4.599333285334213883e+01,-5.172139611468419496e+00,3.472981477311179344e+00
7.060890367523771971e+00,5.068663946929841302e+01,-3.028028723600243666e+00,1.454556934283208314e+00,7.301029995663981254e+00,4.877087196194585772e+01,-6.751353690319750633e+00,3.147766687406343689e+00
6.436595733038285694e+00,5.166279229804456463e+01,-2.358525889495900252e+00,2.248789431805549910e+00,7.740362689494244108e+00,4.972598540970815861e+01,-6.145254187663262258e+00,3.043429244490383656e+00
6.343642701265513217e+00,4.340805300235039965e+01,-2.903089986991943761e+00,1.963509051895830915e+00,7.740362689494244108e+00,4.171260824848926063e+01,-6.039300220062396640e+00,4.047026302863072189e+00
7.259205908221661119e+00,4.703206272396848675e+01,-2.028028723600243666e+00,1.724871073213894546e+00,7.301029995663981254e+00,4.521441965919441941e+01,-6.945072736529684931e+00,3.570288936983218697e+00
7.006646594658006322e+00,4.504596222774453906e+01,-2.504455662453551668e+00,1.507677728859263544e+00,7.740362689494244108e+00,4.329265012655699252e+01,-6.697222345983070646e+00,3.823742341080340612e+00
6.939572557620882876e+00,4.200459321126241008e+01,-2.505149978319905824e+00,2.092956719909826901e+00,7.301029995663981254e+00,4.036171455527045282e+01,-6.640830694130558598e+00,4.249977250293389019e+00
5.917941658773117730e+00,6.338420392985393903e+01,-2.328827157284916627e+00,2.276111980005762092e+00,7.602059991327962507e+00,6.142538906270851840e+01,-5.620046039146232353e+00,1.991137875431329363e+00
6.126703766249301353e+00,5.695885498826810078e+01,-2.903089986991943761e+00,2.105385321436997526e+00,7.602059991327962507e+00,5.495416204880740452e+01,-5.905760105958467676e+00,2.527952433526982734e+00
6.147468931818088400e+00,4.670503844066615073e+01,-3.508638306165727361e+00,2.206915587111463850e+00,7.740362689494244108e+00,4.489750660136610350e+01,-5.833758426110925654e+00,3.610879097560366180e+00
5.878266563376952192e+00,5.467190333625426035e+01,-3.508638306165727361e+00,2.447323401529382991e+00,7.602059991327962507e+00,5.268625052411780985e+01,-5.681254704583813542e+00,2.740724462372881032e+00
7.556947146680384364e+00,5.382001120180468945e+01,-2.425968732272281159e+00,1.563950028959251171e+00,7.301029995663981254e+00,5.184558796727185381e+01,-7.368826260549450780e+00,2.823722193946377246e+00
5.789012353999720695e+00,5.624768193101755287e+01,-2.602059991327962507e+00,2.252581757673661755e+00,7.602059991327962507e+00,5.424710843040605823e+01,-5.575587369945792737e+00,2.592604168858223090e+00
6.828986821560110165e+00,4.736248162922600358e+01,-2.659555885159881505e+00,1.637009754656398197e+00,7.740362689494244108e+00,4.553482693166478157e+01,-6.514395695452651402e+00,3.529875548143242447e+00
6.754928450198112166e+00,5.021735522372592442e+01,-2.726998727936262412e+00,1.823851153375007916e+00,7.301029995663981254e+00,4.831253186418854284e+01,-6.442484066612141014e+00,3.199238748082037898e+00
6.912435314359654193e+00,6.452687245118011106e+01,-2.504455662453551668e+00,1.746406809811771543e+00,7.740362689494244108e+00,6.259340376041294007e+01,-6.599467802600848643e+00,1.903097508247584724e+00
6.757526456769030077e+00,4.337477423801845333e+01,-3.026872146400301222e+00,1.660812029957423830e+00,7.740362689494244108e+00,4.168054573928461082e+01,-6.453613634149030887e+00,4.051710883655318618e+00
6.556221336978836689e+00,5.016993381074739489e+01,-2.806875401645538393e+00,2.137941099602283845e+00,7.740362689494244108e+00,4.826624541042423289e+01,-6.243654770125210973e+00,3.204479639443378325e+00
5.723742425979908788e+00,5.921023562769401849e+01,-2.602059991327962507e+00,2.788953467339276404e+00,7.602059991327962507e+00,5.720395810810563830e+01,-5.476988323178762386e+00,2.330616048362843973e+00
5.962342401689325833e+00,5.100371243958214507e+01,-2.425968732272281159e+00,2.122474494465352635e+00,7.602059991327962507e+00,4.908085127016548199e+01,-5.655880449471643701e+00,3.113435335889090716e+00
6.430838865086393241e+00,5.237826805620375836e+01,-3.508638306165727361e+00,2.246106147113346108e+00,7.602059991327962507e+00,5.042758606686149392e+01,-6.256948440553567359e+00,2.968888216197109742e+00
5.929090613464869541e+00,5.947576551715179249e+01,-2.425968732272281159e+00,2.306324029952889099e+00,7.602059991327962507e+00,5.747049981887522563e+01,-5.679638354929700483e+00,2.308009532190960389e+00
7.000407650317499453e+00,5.747032691476314881e+01,-2.725842150736319969e+00,1.854680821666273349e+00,7.740362689494244108e+00,5.546371943647696412e+01,-6.774003040907011552e+00,2.482110478665547237e+00
7.360298741009615675e+00,6.137680261672797144e+01,-2.329058719264224919e+00,1.485278812296579432e+00,7.301029995663981254e+00,5.938657719029825444e+01,-7.088228840305942136e+00,2.150597760917272172e+00
7.627513533184343331e+00,4.722878601006289045e+01,-3.028028723600243666e+00,1.584141243850613057e+00,7.301029995663981254e+00,4.540515717170950438e+01,-7.312986900236184695e+00,3.546128495110179912e+00
6.491142678493450724e+00,6.039235141575701249e+01,-2.504455662453551668e+00,1.885876655190783957e+00,7.602059991327962507e+00,5.839260632673904183e+01,-6.230981739399577002e+00,2.231324380378708838e+00
6.100853953815414066e+00,4.977660003523457988e+01,-2.463441557428470041e+00,2.307608024839941763e+00,7.602059991327962507e+00,4.788252706195407882e+01,-5.787236376648911218e+00,3.248234316491132034e+00
7.190337528941936895e+00,5.082838903496234195e+01,-2.425968732272281159e+00,1.724357856902983821e+00,7.301029995663981254e+00,4.890941989913329735e+01,-6.882303056985375811e+00,3.132357815858783034e+00
6.827485305981139341e+00,6.449607774145692929e+01,-2.903089986991943761e+00,1.712600552227611095e+00,7.740362689494244108e+00,6.256185316186582668e+01,-6.515123156576493102e+00,1.905447160557008024e+00
5.783056253682093306e+00,5.249536434606937974e+01,-2.602059991327962507e+00,2.629100515671151328e+00,7.602059991327962507e+00,5.054254049002375382e+01,-5.607781468799663216e+00,2.956829227454591980e+00
6.431791853845060913e+00,4.621053852128992645e+01,-2.358525889495900252e+00,2.118564197877769839e+00,7.602059991327962507e+00,4.441866750689106880e+01,-6.119505717236010334e+00,3.673070531997600696e+00
6.236197538862378487e+00,5.878142488538297528e+01,-3.026872146400301222e+00,2.119544849018984323e+00,7.602059991327962507e+00,5.677405990320539786e+01,-5.994837761477365135e+00,2.367380851524301555e+00
7.107112575449597180e+00,5.972398343824042399e+01,-2.602059991327962507e+00,1.515602206104573080e+00,7.740362689494244108e+00,5.771990037997227319e+01,-6.854969219321657370e+00,2.287097699279973639e+00
6.693366093847220810e+00,5.213010323427444348e+01,-3.200659450546418316e+00,1.879099627064552136e+00,7.740362689494244108e+00,5.018408152716438053e+01,-6.521424014486739473e+00,2.994574707402080982e+00
6.484990807327182694e+00,6.030834731479036037e+01,-2.425968732272281159e+00,2.032390660792667170e+00,7.602059991327962507e+00,5.830796368504991278e+01,-6.225506826698461005e+00,2.238295764479425021e+00
7.499176540907323663e+00,5.045388067807530064e+01,-2.726998727936262412e+00,1.667643654332838121e+00,7.301029995663981254e+00,4.854347566888566234e+01,-7.188493141633361283e+00,3.173207561197513904e+00
6.346687283985753325e+00,6.014544457766302088e+01,-2.903089986991943761e+00,2.175189222213740781e+00,7.740362689494244108e+00,5.814389950505898241e+01,-6.089201187117578407e+00,2.251846052751529381e+00
7.192035632828615910e+00,6.175304007697964437e+01,-2.204119982655924570e+00,1.852523967082655654e+00,7.301029995663981254e+00,5.976745933473620198e+01,-6.915374940669402726e+00,2.120229888061638590e+00
7.479101281322901862e+00,5.745925892474275543e+01,-2.204119982655924570e+00,1.534802382622390216e+00,7.301029995663981254e+00,5.545268343099036201e+01,-7.252694435422256447e+00,2.483096926040197605e+00
6.671360346916721973e+00,5.318991830497233764e+01,-2.329058719264224919e+00,1.922219687268379662e+00,7.301029995663981254e+00,5.122515747997485391e+01,-6.489333095607102031e+00,2.886363198539296349e+00
7.013346194928018917e+00,5.790299394991662041e+01,-2.903089986991943761e+00,1.723337975795983468e+00,7.740362689494244108e+00,5.589546788835656344e+01,-6.781483050673657864e+00,2.443736919811790642e+00
6.519116094316228072e+00,4.093607333051551933e+01,-2.391473966422805741e+00,1.842725866546527813e+00,7.740362689494244108e+00,3.933482795501655005e+01,-6.224483740715326618e+00,4.411932401414924598e+00
5.664111708218102059e+00,5.408435960160390721e+01,-2.903089986991943761e+00,2.077361718008233993e+00,7.602059991327962507e+00,5.210622260781565274e+01,-5.473258248978967622e+00,2.797749120409589896e+00
6.372482185266039600e+00,5.325907075159996396e+01,-2.391473966422805741e+00,2.172879339792038955e+00,7.740362689494244108e+00,5.129319451015754794e+01,-6.189777751866553324e+00,2.879437182818210150e+00
5.755677924040051074e+00,5.250703212179407586e+01,-2.463441557428470041e+00,2.231316704695445186e+00,7.602059991327962507e+00,5.055399686404888371e+01,-5.580422573602459302e+00,2.955629772411862533e+00
6.469652535345034927e+00,5.949979935158069111e+01,-2.124938736608299905e+00,2.062483097488231998e+00,7.301029995663981254e+00,5.749463812360176007e+01,-6.219536179426297551e+00,2.305969258340903494e+00
7.264119005092683601e+00,5.517561431398855376e+01,-2.425968732272281159e+00,1.901659310138738013e+00,7.301029995663981254e+00,5.318434772627279017e+01,-7.062354752443158468e+00,2.692752769841995963e+00
6.795000434962194191e+00,5.053182070903948642e+01,-2.659555885159881505e+00,1.575567647619657397e+00,7.740362689494244108e+00,4.861960556502185682e+01,-6.484507947637917269e+00,3.164669286547441285e+00
6.322935972895295187e+00,4.370694597163413420e+01,-3.026872146400301222e+00,1.852375193223548155e+00,7.740362689494244108e+00,4.200064682237103852e+01,-6.017874172829900559e+00,4.005370410784267143e+00
6.587682937606628819e+00,6.375816764688865135e+01,-2.301029995663981254e+00,2.078739127459109159e+00,7.740362689494244108e+00,6.180703988005731730e+01,-6.285324781150811724e+00,1.962063162346378009e+00
6.354557793445366087e+00,6.380142583711993609e+01,-2.725842150736319969e+00,2.190427724627396433e+00,7.740362689494244108e+00,6.185122523716910337e+01,-6.051573224263563588e+00,1.958709903271098396e+00
6.604954029282067651e+00,4.751321576090333565e+01,-3.026872146400301222e+00,1.530047946357210753e+00,7.740362689494244108e+00,4.568106353676751041e+01,-6.290355454950324443e+00,3.511632582304826222e+00
6.842453332341048799e+00,4.323355254394424918e+01,-3.026872146400301222e+00,1.581890696857823686e+00,7.740362689494244108e+00,4.154450231174698160e+01,-6.538935572416969322e+00,4.071722204460162864e+00
